,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
439,CRM Consultant & Business Analyst,No Company,Yagoona NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=f1f972709c418b1d&fccid=ce783271e420d14a
440,Systems Analyst,Paxus,Canberra ACT,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=3371fdb3c1ef70ed&fccid=0be9b830285b4790
441,Systems Analyst,Interpro,Canberra ACT,Nothing Found,"Canberra location Long term contract – daily rates Large enterprise client This role requires an experienced Systems Analyst with a strong technical analysis background to take on a technical leadership role with a small group of IT professionals in a dynamic team environment. The Senior Systems Analyst will be responsible for preparing complex specifications and details business requirements – a key liaison across both technical and functional stakeholders. The role requires a minimum of an active Baseline Security Level Clearance (AGSVA). All submitted candidates must be Australian Citizens. Main Responsibilities: Leading the business and technical analysis for a large project delivery team Expertise in systems development and testing methodologies and ITIL/ITSM principles Proven experience producing and delivering complex specifications and business requirements Essential Experience 5+ years in a similar capacity Active Baseline Security Level Clearance (AGSVA) Extensive experience working technical specifications and business analysis across Desire to take on a technical leadership role Demonstrated ability to establish and maintain strong relationships with key stakeholders, negotiate and influence Excellent communication skills Desirable Experience: Strong project experience across Federal government departments Past experience providing technical delivery and/or project leadership will be highly regarded If you have the experience and can work in a fast paced environment please apply by sending your resume to john.e@interpropeople.com 30+ days ago - save job - original job » Apply Now Indeed will send your application to john.e@interpropeople.com. Please review all application instructions before applying to Interpro. Apply Now Other jobs you may like APS6 Systems Analyst, Canberra Australian Criminal Intelligence Commission (ACIC) - Canberra ACT 1 day ago System Analyst Hudson - Canberra ACT 19 days ago Multiple Systems Analyst HiTech Personnel - Canberra ACT 4 days ago Systems Analyst - July 2018 contract Talent International - Canberra ACT 4 days ago Systems Analyst Paxus - Canberra ACT Paxus Australia Pty Ltd - 18 days ago",https://au.indeed.com/rc/clk?jk=dc58e7c3bbc9c251&fccid=90997ec721215d8e
442,Business Analysts,Optimum Consulting Group,Brisbane QLD,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c16721958085a2ca&fccid=e13bf5bada2bf392
443,Systems Analyst,Outskill,Victoria,Nothing Found,"Summary: The primary role of the Systems Analyst is to take high-level marketing/business requirements and translate them into cost effective technical, functional, and operational design specifications and work with the solutions all the way through into post go-live. This role reports into the Technical Resource Manager or Architecture and Design Manager and will be responsible for new development and enhancements to the applications within the respective domain, ensuring their end-to-end operability in accordance with IT’s strategic standards. Systems Analyst will focus on domain related projects and work to the mentorship of a Project Architect. It is expected that eventually the Systems Analyst will become the broad knowledge expert at the business and technical level for the applications within the domain but less experienced practitioners will be required to first establish themselves on individual applications. The role will need to build and establish an effective communication matrix with subject matters experts within the domain and without. The role will be required to be the acknowledged subject matter expert for at least one application within the domain. This role is critical to the success of IT in the respective Enterprise Solutions system domain ensuring both efficiency and effectiveness of proposed solutions. The performance of these applications, in production, directly affects revenue and as such operational considerations are key component of the design remit. Key Accountabilities: Key accountabilities for this job role and requirements a job applicant must be able to satisfy include: Project Involvement: Leading projects within the BSS domain to agreed timelines and budget Work with all levels of Business units in understanding business problems and initiatives Perform consultancy and advise of solution options for Business problems Perform lead role in the development lifecycle of large and complex projects from the initial scoping, devising and documenting high level and detailed technical solutions, reviewing all stages of testing and managing the deployment of the solution into production; Work closely with different technical groups and SME’s to fulfil e2e solution objective Engage vendors (local and offshore), negotiating solution costs and ensuring quality control over their deliverables Confident presentation skills to Business and non-IT resources Ensure solutions conform to the strategic domain roadmap and adhere to the standards set by the Solution Review Board and Enterprise architects Work independently but with guidance from a Project Architect or Architectural Design Manager Act as an application SME within an e2e Project Domain Expertise: Understand architectural standards, guidelines, policies and best practice for technology, application and data within the domain Provide timely and detailed Domain knowledge for use by Architects and Solution Designers in support of development of the overall IT Strategy and other architectural artefacts Acquire knowledge in present and emerging technologies and standards for access, fixed and mobile networks. Development and maintenance of intellectual property within the Document Management System and knowledge management for the domain within the Wiki. Qualifications / Experience: Qualifications Including: Credential in computer engineering fields or equivalent. Required experience, understanding or credentials in: Minimum 4 years applied experience in IT Practical experience in 1 or more areas: Customer Relationship Management, Marketing, Campaign, Sales and Customer Interaction, Fulfillment and Order Management, Assurance and Issue Resolution, Billing and Mediation, Supply Chain Management and Logistics, Warehousing and Reporting, or ISP / ASP platforms Experience in 1+ years in project delivery 1+ years’ experience in a programming language including experience in an object oriented language (i.e. Java, .Net) Demonstrate experience and detailed understanding of 1+ of the following areas: o Application or integration architecture o Data modelling o Technical or infrastructure architecture o Network or technology architecture Practical experience in 1+ Market Segments: o Consumer o Small Medium Business o Corporate o Wholesale Demonstrated knowledge of 1+ of the following products: o Post paid mobile o Pre paid mobile o Fixed line telephony o Fixed line broadband o VoIP o OTT (Over The Top) Experience and understanding in 1+ of the following: o Mobile network o ULL network o HFC network o NBN o TISPAN / IMS o LTE Experience of development and data design using 1+ of the following: o Relational Databases o Indexed file systems o File Transfer o Data migration Read and write SQL Understanding of UML Desired experience, understanding or credentials in: Understanding of TMForum Experience in delivery of integrated systems and applications, from vendor supplied products to legacy and bespoke solutions Experience and knowledge of SOA principles Some theoretical knowledge or practical experience in the following technology areas: o Voice Networks (PBX, IVR, ACD, CTI, Contact Centre, call routing technologies) o Convergence (migration from PBX to IPT, VoIP, QoS and compression technologies) o In platforms, Content Management, Network Security o eBusiness o Service Providers o Subsidiaries and Brands (Virgin, SimPlus, Boost) o Satellite o Bundling o Converged products Understands comparisons between bespoke and package designs Experience of 3+ of the following tools, techniques or forums: o Understanding of TMForum o Rose o Telelogic suite o System Architect o Enterprise Architect o eTOM or ITIL o TOGAF 7, 8 or 9 Character Traits Strong negotiation and influencing skills Organisation and time management skills Good understanding of software patterns for software design, software development processes Ability to remain calm in stressed situation Strong communication and interpersonal skills in order to liaise effectively with other internal /external Optus departments. Managing strategically and prioritising large, complex and multiple projects Customer Focused A positive attitude towards change and recognition that it is continuous and a willingness to be a champion of change Must be proactive in finding solutions to the day to day problems within the group Shows a bias toward action and focuses on the desired end result Ability to exercise independent judgment and to work unsupervised To To apply for this role please forward your resume to careers@outskill.com.au 30+ days ago - save job - original job » Apply Now Indeed will send your application to careers@outskill.com.au. Please review all application instructions before applying to Outskill. Apply Now »View recommended jobs for you - 2 new",https://au.indeed.com/rc/clk?jk=6dbba72dd7823bfa&fccid=d210b0150b985fb8
444,Senior Business Analyst – Health Program,TEKsystems,Brisbane Central Business District QLD,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=b78c5d7fd48a3e0b&fccid=2dd14c87d68d63d8
445,Senior Business Analyst,Resourceful Recruitment,Brisbane QLD,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=1b498456206fd41b&fccid=c7b2fb83f8b021fe
446,Senior Business Analyst x2 (579),Synergy Placements,Brisbane QLD,Nothing Found,"Large government organisation – eHealth 12 month contract Brisbane CBD 2x Senior Business Analysts required to assist in the delivery of activities associated with the Program. Liaise with key stakeholders to define user stories, system workflows, business rules, form design, and identification of systems integration requirements. Responsibilities: Coordinate and deliver efficient and effective systems support to Queensland Health for the solutions supported by eHealth Queensland. This includes: maintaining and performing unit testing of system configuration and documentation; capture, analyse and translate business requirements into technical solutions; developing business and system specifications in accordance with required standards; investigating and resolving systems support issues and change requests within service level timelines; complying with established change management procedures and service levels; undertaking system maintenance and upgrade tasks; and ensuring the timeliness, completeness and accuracy of periodic batch processing including data exchange, as required. Undertake quality assurance processes to ensure integrity and compliance status of the system. This will also include the production of system reports and analysis. Assist management to coordinate multiple resources to ensure assigned activities are completed. Maintain an up-to-date knowledge of client business requirements, legislative requirements and system configuration and current trends and product developments within the IT industry and provide advice. Assist first level support staff in providing effective systems support to Queensland Health and completion of project work. Provide a support and mentoring role for other business analysts within eHealth Queensland. Contribute to project work and strategic or improvement analysis and advice to management on application and associated issues and initiatives including risk and issue identification and management. Contribute to the development, implementation and ongoing management of processes and solutions for archiving data from eHealth Queensland supported applications in a manner to enable future access, to meet and support the new and ongoing business requirements of clients. Contribute to effective, client focussed teamwork by developing an understanding of the roles and duties of team members within the team and across eHealth Queensland, and working collaboratively to achieve outcomes with a commitment to quality and customer service. While not mandatory, a relevant qualification would be well regarded Please send your resume in Word Format to cvs@synergyplacements.com.au. A Statement of Suitability to be completed by 7 December 2017. Submissions close on 8 December 2017. 30+ days ago - save job - original job » Apply Now Indeed will send your application to cvs@synergyplacements.com.au. Please review all application instructions before applying to Synergy Placements. Apply Now Other jobs you may like Senior Business Analyst Resourceful Recruitment - Brisbane QLD 21 days ago Principal Business Analysts x 2 Path4 Technology - Brisbane QLD 1 day ago Senior Business Analyst Finite IT - Brisbane QLD 1 day ago Senior Business Analyst Finite - Brisbane QLD 1 day ago Easily apply to this job Senior Business Analyst - Health - Data Linka... Hudson - Brisbane QLD 23 hours ago",https://au.indeed.com/rc/clk?jk=03ad065644d74e40&fccid=767b1317e4d7e8cc
447,IT Business Analyst,axiapeople,Adelaide SA,Nothing Found,"Your new company Our client, true leaders in their field with ongoing global recognition continues to enjoy considerable growth and as such currently has multiple opportunities across their Information Services Department. Innovation and technology is a core value unceasingly driving this business at every turn, their vision in this space continues to embrace, seek and implement progressive and modernised IT solutions throughout their growing organisation. Your new role You will display excellent stakeholder engagement experience working with numerous projects simultaneously Produce clear, high quality documentation for Agile projects Perform in-depth analysis, helping to define and validate requirements and carry out process/experience mapping Setting and constructing detailed technical / functional / design specifications for templates and instructions Ensure the smooth delivery of projects on time, on budget, and to a very high quality Create project communications plans, status reports and conduct status meetings regularly to ensure effective issue resolution and quality project delivery Gain buy in from key stakeholders and other team members Present and explain complex information in a way which can be readily understood by different audiences To be successful you will need to display Previous experience in a Business Analyst role working with enterprise level architecture Working knowledge of digital development processes including requirements gathering, design, QA, deployment strategies, and development tools/technologies End to end business analysis skills Sound knowledge of the digital world Excellent communication skills - written and verbal Strong planning and organisational skills with the ability to prioritise and meet deadlines An analytical mind with the ability to interpret data effectively and measure benefits and KPIs Excellent management skills for project reporting, general engagement, and conflict management Confident in delivering workshops and 1-to-1 sessions with all levels of the business Excellent interpersonal skills with the ability to interact with a variety of audiences with tact and diplomacy and a high level of influencing ability What you'll get in return This opportunity presents genuine career progression prospects and is a rare opportunity for Adelaide based IT professionals. Join a dynamic, innovative, high achieving team where professional development is encouraged, innovation is limitless and high performers thrive. If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call Catherine Morony on (08) 8465 1985 for a confidential discussion. 30+ days ago - save job - original job » Apply Now Please review all application instructions before applying to axiapeople . Apply Now Other jobs you may like Dynamic Senior Accountant Hays - Adelaide SA 30+ days ago Senior Accountant/Business Advisor Hays - Adelaide SA 30+ days ago senior accountant/accountant Randstad - Adelaide SA 22 days ago Technical Analyst Energy Exemplar - Adelaide SA 7 days ago Senior Accountant - Business Services Perks - Parkside SA 30+ days ago Easily apply to this job",https://au.indeed.com/rc/clk?jk=088db15446b5e78b&fccid=b5ed8522861e49f0
448,XPLAN Business Analyst,Profusion Group,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=39e898638fd3d72f&fccid=34aeee3382b744b8
449,PMO Analyst,ANZ Banking Group,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdoFW-pgk8qz2lidFvI161WPflgHq6k1T1xIfgNTQtPg_9IFmpGIzfhu_Tg1T889pfHhVbjHW1m_glYkcBZXFLeOarOGLTcHVQP3_XQnSA9hDfmNcJGw2OORL_9CQMoRMxRB3tvQhFhXF2Y2At2Ae_RHcvMX38BfLKKaf87C93xIoKkDPT2DKV-yBDDvmxYVEU6Bc4v3Cplb4dRMRp2a1nQegMqC_3ywYJE10anSQ0l4wEIPywY1fPDBdxvJ6Kb5UAs98JIzcBhQa-_2yV1Yw4mOj9Gbtds610cO6IqbmRA3GST13BONVamXEM4u4gMIiz7eU_GVGz_rqnBTcd_rGuIBEO1XBcmcULNzBX8Oi8VrO_mKqWiLUn8-LaO8zzjRwMFVi-f4yk3jX4V5Cs4UC-ek5BJCpDPqFu4fug25HNEGrHOEijwrXknESnmLFWnhu7kf44dp8N4ZF8y0WxaC0aeEMs14_K2hJyetH9tVnYbC0sIKIZBmakdcfMHfFckvk=&p=4&sk=&fvj=0&tk=1c3d799cl84tlfa5&jsa=5845&oc=1&sal=0
450,Senior Technology Business Analyst - Multiple Positions,ANZ Banking Group,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdoFW-pgk8qz2lidFvI161WPflgHq6k1T1xIfgNTQtPg_9IFmpGIzfhu_Tg1T889pHlDMjA3o3L56FUfGWYt6VEeLHouykpCJ3S5MJNym3hSlMwPefvp8-GezsmJkTPW7krQKENDZcbBsp8rACH7TQ2eGNDiQawq0Xbk-IkWZBjNVHqmXJL1hN6b_6g0mXkHlp_IJfMWrMJ4tKvHXSqvtgKVp16-o4SexLQ_Kj9pSnh1WRBUpzhtNl6k1IaW0jTLGvVmCwQW2EyWyUkKHWwQEJvYgNKlKthCdb5cjaR42Wp_cpRH2qgyEI-27YeGrdJAHq7YT-8YWSZ0kxkp1dy8AhISdnfNKTkSIZsxa6xlglMWPXwGjoN3Ij3bcAQ7_dt5CvLxm_tb2aTuZNVfEqUPJiux3c0Jn9O7xmWYqgxfGLED7vprvti8_NN224MSz4oJHcHplfv06nqLX-U_oT1TRT_Hfyzuql2sN72dfQ9a_tQRfTLasTQHxTE054c20VsZ4=&p=5&sk=&fvj=0&tk=1c3d799cl84tlfa5&jsa=5845&oc=1&sal=0
451,Junior Application Support Analyst,Robert Half Australia,Sydney NSW,"$50,000 - $60,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWbUDK5OJlu50f40uu6rqVlIUXiCSPm28hm6qorU_8ewdgXN1H4bfEDeak7TRthOOqjBFc_lAD8CMPWkaBqdG867LjOmXE9qtlKo9zABKl3SEQ86jAsGkvUiipCO75QK8s2Cfn_XAT3RzGXPDhdV8YFPAPKfsndE6xbseqFLwD4kDpMi4A6SpTmuXvhI6EhKKe0I-GDVqVPG_NWMUV2N7k4TAvTEkios7wy4HaMMlOPzwNuIyscDh_scJ11YBIzTluctE06z6YM8XpyURKIiwT_TYwJnRmbZRpiOipEcx99C6Z4ElEJX5RkSsyQbLOamqWy7Aw7yXBW_-oS_SL6coW4ldpmt5hgD6iIvgN0AGpEG0XVbXLGihn72MpONKClRZrHrRh5eMkhrqO4gK0Hk-zHssWhiYFkhe8JmgGdI_x0UAISTvA46e2pNbfqRMwfKuCmyRd3PLRQvIWCUrBCUD3V4HJIUoH3GcvMgXSziNCFS8dLnD6t2TvupF0VWs3OBHxQRbW1pn2Tm-0GDJdoMl3WxEvuOBv4GPx0ibEay1J1rIp3pjdntTqkXadoIZwFYGqNWlleKAmudi9AH6gSMLBv6X27Flg-u8Wl77kxsKlcnuiJZfumNK-Xt_siyLGUTfz4UwWDLKRAzDZpAGzCvitF_lJY9O4YOs=&p=6&sk=&fvj=0&tk=1c3d799cl84tlfa5&jsa=5845&oc=1&sal=1
452,Agile Business Analyst - Wealth,ANZ Banking Group,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdoFW-pgk8qz2lidFvI161WPflgHq6k1T1xIfgNTQtPg_9IFmpGIzfqxFOO5veoNeI5DTE8VIH-OpDWGUvB78JpqokAsiW2Xa4N5VFOaphgpqMhp_grAYR6vB0tYqb_uv7JuAsx1uWA9L8Z3YFMSqgG8dKkOhiqgavCqcEMOecc1Apoq2fsRM2K3-YpoLoXwu1IDbvDXZDmTZ4SsP3LYKnj0GDhofDX2q887Fe4BwYIEi9WijOmnklmy4V_6BBa3IQtq35A9U2MoGgkWnm02wmrvavitDGwYKnq2boQHzoDNvXJqLG2VpIZNr6Jp4YIkoc6fQmcd4S_WL8kJmd9dMVW4dqPX-atcJq7Go5HOwZlLKsvjs8UQOKKVs1XqF14bizbHjHgp5cnH6ernOUj4AjSRHqsY_KnvAE75XU_wn0WImJo6TZaCzI7PQvnz-qtzCVMQ7O1JKjqQx9Mf79OpPgvfW-iGpCUzezowv9StHLhZlayka5hhZDcud5YUsGgGk=&p=1&sk=&fvj=0&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=0
453,Business Analyst - Process Improvement,Chandler Macleod,Canberra ACT,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLpUVIwsOatgmP7OBJ8xE6Sr-rLNCfGQQfXfyKPZzPPM1Zeucw0_BCFIguN7byzaOQzAf87tbgheg_V_PRliPFYmrK4YVdcP3_oMvsAe0EjjEBXdTi5MoNxxBkg6bv64nrpLRHpTeS9nlINtRwIgOoDnXScqizxG2Ycu09ZsSOeXZgrE_GDb-B6jWindaQA3tJt5C11zAshLovjNdWzA-PV2wvW9mnbw-XSblA2Z8acTE4qkZKuB-7OTjHBJEcqOJ2V5cbjZHQIww2fgPOxsSbr63Wf57DGJJ-QvxolvNFAGsP8jNyIv92qKM0DAXjZtaa1-mxhk9YDgflXq2jmF0c-004TLXo8p55l3BA4XrKk1sE2zCSPS63RKi8soKwDhWk3i5orNl8C44V9jomA3kQR039kO-WX1b_KL_BuKPwTshNMMtZxM6UndW2tDnN-4Fd88OnpppoNQT7b_kvMJ-suBpepEkL5fdgxMcOv4hN3XH5Pb96ZZ_AzooA241LF2JvlbQ4d7GrVwnNJOn8qDYbTjieyxy1eZH-XkeZ9xPENb1Eevq2aqWDZxlnBfkAttMPSVLp5RWDufWqJ8sa0bX-SKR9QG_YEyt7EeosARKeMaPAyOvjqhDDBP2esaNoF1_LAIYCyBoU-g==&p=2&sk=&fvj=0&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=0
454,Essbase Service Analyst - AMEA,Clorox,Padstow NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BIefVZjVbYPcxowmnYohcXG0mYG3nC76fT9qSLThlWVO0T4h1AbM5x8bUnRe7-4-tmr1o7AM7V8aSc8GxkBxgQMQOAtMeJw7FdbZr4XuAJPfYhtmx5S0cClow5I4Av0tkk8I12QUIsyvLzFhEJ1DZ4ytFHfqHeM6R9lcckN8vF8abpo4RBLRLbP_8n0jISC9WwldGhtIIpoO9vj8lc_QnHXbklzkoiTfN3iKwW6oAl9nyZD2x1YETW4gTLk7Miwvph9CCqhOxajHGFTURRi9SGkeFvpa7KbIwX7DQWz4XRgcxHH9r7oxl88qNY98KHvccgiCFy7A8937QKVqpkdLSYpJ_CK9mT3yoQykLBCTJYZWToFxqJRraaswTJLkxTUyEqBGpotzpc0fR4vobA3nISlbogmnPHfEly7knQ_6soGsVn2pj-lrt9rHr5_WrxYIeHBE0Dabto9R96PamenM_ds1W1dzgjzZO23UTeYo9DyjCiwv-ivyTr&p=3&sk=&fvj=0&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=0
455,"Junior Analyst, Product Development",Manpower Services (Hong Kong) Limited,Australia,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=f31fe3005404cc2d&fccid=9229bd4dcc302ec4
456,Scrum Master/ Senior Business Analyst,Morgan McKinley,Sydney Central Business District NSW,"$800 - $1,000 a week",Failed to scrape,https://au.indeed.com/rc/clk?jk=3f6f9cea7ee64770&fccid=893f9f3cd9fe4472
457,Finance Business Partner,Perigon Group,Sydney NSW,$60 an hour,Failed to scrape,https://au.indeed.com/rc/clk?jk=abb0d39d5824b6e3&fccid=988e9c7db09eb732
458,Marketing Analyst,Westpac,Sydney Central Business District NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=937b44e1f19b8841&fccid=3fd7e618c83b6346
459,Marketing Finance Analyst - Opex,Apple,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=6820360f76d926ad&fccid=c1099851e9794854
460,Financial Risk Analyst,Chatham Financial,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=e4ec95eea38632e9&fccid=3cbc6ececccc5e7d
461,Facilities Analyst,Boeing RIV Site,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=847afff86021bb04&fccid=edae4285faf6c2f0
462,Hospital Value Analyst,Medtronic,Macquarie Park NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=2881f68f4ad96d59&fccid=f06a4d05bf5510ec
463,Reporting Analyst,nbn™,Pennant Hills NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=ce7d3fe35a9fe0ec&fccid=0922438da05b8531
464,Analyst -Business Operations,Adaps,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=dad96279b6acc59e&fccid=ad7d1489eb2ecef6
465,IT Systems Analyst,San Remo Macaroni Company Pty Ltd,Windsor Gardens SA,Nothing Found,"Job Summary About Us: Exporting to over 35 countries, San Remo is an Australian market leader in pasta and food manufacturing providing high quality products to the major supermarket retailers. Wholly South Australian owned and with multiple manufacturing sites around Australia, our Head Office is based in Windsor Gardens, South Australia. Providing high levels of service to our internal stakeholders across the business, our IT Team are a dynamic and dedicated team of professionals who make a difference. This is an excellent opportunity to further develop your skills, working with a team of IT professionals in one of South Australia’s truly iconic businesses. Responsibilities and Duties About The Role: Reporting directly to the Group IT Manager, you will be responsible for: Coordinating the Cognos applications Maintaining and improving company databases Assisting in Cogno upgrades Supporting of MS-SQL databases and the Sharepoint environment Developing and implementing reporting systems Coordinating systems and providing relevant training for personnel Being involved in in-house application development Qualifications and Skills About You: To succeed in this role you will require excellent communication, analytical & problem solving skills complemented by a ‘can do’ attitude and drive to continuously improve. This position represents an excellent opportunity for the right candidate to join our well grounded and experienced IT team in a unique South Australian business environment. Ideally to be highly successful in this dynamic role you will have experience in: Cognos Report Studio and associated modules JD Edwards and Demantra Support Technical Analysis - data mapping, process mapping, producing functional and technical designs Championing innovation and change; and driving process and methodology Coordinate systems and relevant training for personnel Excellent communication skills 3+ years in a similar role . An attractive remuneration will be offered commensurate with the successful candidate's skills and attributes. Job Type: Full-time Required education: High school or equivalent 30+ days ago - save job » Apply Now Please review all application instructions before applying to San Remo Macaroni Company Pty Ltd. Apply Now Other jobs you may like IT Support Michael Page - Adelaide SA Michael Page AU - 18 days ago SA - Desktop and Server Support Engineer Kloud Solutions - Adelaide SA 27 days ago IT Support Technician Gemini Accident Repair Centres - Adelaide SA 20 days ago Easily apply to this job PROJECT AND SYSTEMS ANALYST Recruit Smart - Adelaide SA 30+ days ago Easily apply to this job System Analyst Tetracon Pty Ltd - Adelaide SA 30+ days ago Easily apply to this job",https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BURvmZfDkpZqCBnWvK4yNmjhx0ocjwqhDAtHbqhOyJL5KRZ61NrP9CRAQapot2szxitBG9aGMw_-t1ozP6E5bfgnxzVeRlX7fNOvCvAoMKvdgdq0wYjfZuCbJIIl_tCnvHjJQAOFntNm361ZDRig3lN9Id7WS0PF0rBhDX80dwnvSG4fp4DDcez6KN96ePNHahN_YdGaB4W1N6WGuPOEXRegJca89_jJWFDOqgIjfisK5Vz3daCDITEcyc_-G2c4TCoKkIU0gKjqEmc3dY4fk5Humi6fnOhUmYVGB8K-P3j08BjrXXr_KfOHJfv9DVsWW33d0Ho1HCzWFuToFPmCCeqE6b0YgSuQUa0SIiByRte6aG5Dj0Adx0wCRd7xEfK9LPSWa0rZ_WvNLVGKIhpHPUc1MyCjMXvRsSzaQgHDO2FhkZApHevL9BkFUeJ44c83o=&p=4&sk=&fvj=1&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=0
466,Senior Technology Business Analyst - Multiple Positions,ANZ Banking Group,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdoFW-pgk8qz2lidFvI161WPflgHq6k1T1xIfgNTQtPg_9IFmpGIzfhu_Tg1T889pHlDMjA3o3L56FUfGWYt6VEeLHouykpCJ3S5MJNym3hSlMwPefvp8-GezsmJkTPW7krQKENDZcbH-1fIYYCEu27-f8uNOaoyjdoCyj9bZrnALmfW06ckthKikVJrQ2ylazAR_CfmKvQfYpnTTNSP_p8wt7DyIsVwL8SeHSNUWP20llUnGV5f2hugUDgJmEwUK1m_YU6o9p0sgRIJHT9pEFtYYUYt5CKAbi13LXVf-Hht8UWKlCjhcsOFeQUXeEr3oLiJh4zznwagp_BYUexMqXqpq_mSOgZHDITKfqz1EcX9RbGHoUEsPtKE_nh1pH9464oKFrZQQTb5ykfd01JeowWM2OgK9EoAGHMArD9hDBns6pWco7FapsHYhB--HQ0FIkTeZ96A_-O65OIgVFOIo_jMI480xSxsM7ypEOdVCY3qfyOZb6f_1b1clDq2ceS-w=&p=5&sk=&fvj=0&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=0
467,Junior Application Support Analyst,Robert Half Australia,Sydney NSW,"$50,000 - $60,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWbUDK5OJlu50f40uu6rqVlIUXiCSPm28hm6qorU_8ewdgXN1H4bfEDeak7TRthOOqjBFc_lAD8CMPWkaBqdG867LjOmXE9qtlKo9zABKl3SEQ86jAsGkvUiipCO75QK8s2Cfn_XAT3WM1Sii9zBQX7a2c7Dn_ERpLcjGAglw1yx4zIEHXtg5AEt3WLbt4hddT_W8dMWyehnCQFGIuiqHWsZvtbhpiKRabOiHDY4gA5V6LkiM37qE08kbnSlbw5jayheJPGQxs_o9ZPBxq67EZbx-NFqLSPUYcZm_vSBddEETVljCvNx0o2I0CzCimO2T0E9aQO5Vp7gYGeLW12PwvDEA4Pz7wUNBem8lTphuYkYeyQyC4xLL4jv4wkMnIOHqENJuNdtQb3pHUHXfp2hz69QPP0kChsdeLg7jkhhQFMKZCEIRnAbtqinkB-N8Mao6eyFJ4VC9Hvdg_c2MnJ3rCu6lSGXfOm02DCuEG4fRHCfM_Zpjv_aTcSIQiPwxXI9-4DOBcvCsck8EEsHb63TveaxJJt_WnaRnHzMAFxJ4PLXC_aLykSCoKNwfp-SaLZS04FckhYiDmhSuiKPQ2QIezKZugClMQOJ80Tvj2N_dIHQXJXcTuUYwn53lD1zUsrenwEAjpsJVA71BmqXN1yOir4qTWbHLqL1Y=&p=6&sk=&fvj=0&tk=1c3d7ari680oo8t5&jsa=7222&oc=1&sal=1
