,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
684,"UberEverything - Sales Operations Analyst, ANZ",Uber,Canberra ACT,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=3b37224383da8d82&fccid=f766f8bfbc3effb7
685,Data Governance Specialist,Beyond Technology,Brisbane QLD,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=2307c4f508260f42&fccid=02ce8846b1c51833
686,"Finance Administration Assistant, Print & Logistics",Fairfax Media,North Richmond NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=2282ca0ebbf1c5c8&fccid=5b49691a6a09e282
687,IT Support Analyst,Michael Page,Melbourne City Centre VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c5a2a8e94bf87449&fccid=77087bd1709a8148
688,Data Entry Operator,GWS Personnel,Orange NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=9330ad2cf93ff44b&fccid=a4f91b4d79845e11
689,Data Entry Operator,Spinifex Recruiting,Orange NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=7357255a09eadc68&fccid=ffa9f531ea1e27a4
690,Analyst Programmer,Michael Page,Sydney Western Suburbs NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=47c6dd7d5fc079c0&fccid=77087bd1709a8148
691,Data Fulfillment Analyst,Equifax,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeHV-mgccZWSIMPtHhCGQKCBz7d3bfHDf8A3OBFoFEWyMpHEAApsuadQk3DzTx5ecLbTiitCAftSAKeQ-4OTByuKAGSrcNBbinXEx2JXrtnXL58kecpmhAT7hIXfuAgs_f34CBTOqsbyscJR2z2xjsXl9rfl_MdI57hydNEI6F6aDwe78rNsS1PNZmoFl6H5JPrm8RiAhrWPtyCop_5dlB2GIU9HgeJ0BAzVyV8eTy_Hp6h0VlhKSPVJurDVW81HhC0fsfJ9eejZbE4WsM0K_qxxcMnt4xAVswxKyjx5HW9c68HoviJS13xJwBp_NbgdA3bJvPDBwHbGAce0Mkcyfqdj3w8R_l0bZSTRdFP76Wnfq50P9n5h4cD1WjiOtOD_KWk3LUeo7EPEcS1T-VbwveJS8bMqK6i0N7Aw8UXueTvaVxLhX5_o6AzdKeR7Fm6kF56ZCEqfdBwMWrB-x3JGUL8WU35HV9Mp2BeTsdyDZrI1xL3H4lGE-wMLUiPwrrK_k19IdXsNmPKw==&p=4&sk=&fvj=0&tk=1c3d0glfq10as2c5&jsa=7578&oc=1&sal=0
692,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbFMHv7pNpzzX9W-v4vIhANSwKqcH4OSc71hajp6Es5IqpMw2-hZpCZViO67eaWSCwf99o6DO0ZAT0zGr56y1vcq7dGabP_M2KpR1h1jfF0UMuTigqJSb_JJLqkX4zxUQs3iv0il_FO8jy4e7G1PrkNcOSP2wa193L79_mM7d6RUw303YyGSq_gCDjd_V15XKOD34yCUgRfwQe0GPr53Qv7H9pOuOwaj-LrqS1traAHTc9wS0qjwj6Ue18UoYIKjdz5VMm7Ayxe_dbFqXmVpPJZ13D-pgWT5TgEvjxwwYE3SDpwo2JF2qkBsYCf1mynSHeXkbuwe-H38omt6NpOH48f&p=5&sk=&fvj=0&tk=1c3d0glfq10as2c5&jsa=7578&oc=1&sal=1
693,Business Analyst,Ignite,Sydney NSW,$600 - $700 a day,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbGz-iJene2Yo-ZZi8jNQP3Np6QA-Tsdn8kNX7M40Hh0P4ynuj2FQOgHz6dDFX1oCtQoQV_FrkH6nyF6MzEgDcJDIL3kBFbsOhCvae7-ZBV0n3bmYsCGAtYnaaAoAUNCHOTHbmMlZaWYF-mmlIn5sp4BO7GSkIudDuEDs2khs99Qt3XsHiUrJg3QDt1n6G3Ou8Sk_8q7sndFZyvxEXPBvMRknShtghjQpBWeSOqp4qvMqOqG2kh7oCqyCkPvJj8DGhcpe7a6njP6zu3ThyObByzwsG5IStl67hT-ZRHVDXYcYb-rD5LudrMfD9FeEjyA18_3DVKu_OP_9ZsE3DX5y9stLi4Q8OBUa0=&p=6&sk=&fvj=0&tk=1c3d0glfq10as2c5&jsa=7578&oc=1&sal=1
694,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9kSWSTCEDVtJC46uuzZ5ixQoOfGOPkl9SHAkpEwUPUMwibO4uO73dB3m6AVhCOJamYq2mU0t-dNmm1RSUHXpvYLIZr23ATvVU9uCMNrCnZDa3-7rTcK04QIq7jXr_7MSxTQYd2rqFeF7wnAsZOcPrtGbV6EjDOl-FmgzUTUDZ_QAJ0DoJPN625S3GMDswjzbIBRJ-gtm2VhvdLGoaZxDNURT49xPaF6frDr7JVlfrQuTAumI87QC2ereYwK7z-isYHh7cBGiixSxTIEnJJpnBVSK1OVtTdAkpWIOQp-dz8htfx3CsvneMMdI_N_slMTbdfWplaF7RR8daNWnrbdiI75eAb_7Ht8urdYEodZ8xFkJtg6HI6HXJlEvsq9uHIVsjvTuajOAzNcJ55xrWRhoCqhfYR2UpOHF-lLuoJlUa6nLzSvKAOB7u7EvxXxm9ID76sTcin2QCQrTL0ej8Pe25ukDfvrNgWa1S0g69ezxql5eWTpDAANo_BvOrrVZ8oqiX6-N_dCc-LyMRuUxjWz3J5ufWx4ewTw5b516JuSmpWFsx9c9qnsEa6VBGryt1exeZhO7n19VbwS063N_LKgR7BCPclGSe9wDAB8DzhWzuziziWxa1Yss_rOWp8jfAqss7diZeU7r_Ije493uWB31cBtbIYikZs1T-u_LC51hXju5vQ57m1HSiiB2FbjGThnBZz71J782udh2DQObN4k-Oeey7y6Js-FoUDeNBpBpMfzPHo-Exlm4-yEwUzdBNEx2dbKeOvCXgyjR5vdZbKwVZogquwmnjSkUXA==&p=1&sk=&fvj=0&tk=1c3d0hm6582109rh&jsa=1061&oc=1&sal=1
695,Consultant,ITL Australia,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c030c6e635d1f282&fccid=5250be22cf5705b0
696,Project Officer,Department of Health and Human Services,Melbourne VIC,"$81,354 - $92,304 a year",Failed to scrape,https://au.indeed.com/rc/clk?jk=cab85de09cf0e86a&fccid=f3a96234b777085a
697,Digital Optimisation Analyst,Xero,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=0ab1d0de357cbe3e&fccid=939f734123daf0a9
698,Transfer Pricing - Analyst,Deloitte,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=072701f2550d660b&fccid=9e215d88a6b33622
699,FaaS Core Security Analyst - Sydney,FireEye,Sydney NSW,Nothing Found,"Position Title: FaaS Security Analyst Location: Singapore The Company: FireEye is the intelligence-led security company. Working as a seamless, scalable extension of customer security operations, FireEye offers a single platform that blends innovative security technologies, nation-state grade threat intelligence, and world-renowned Mandiant® consulting. With this approach, FireEye eliminates the complexity and burden of cyber security for organizations struggling to prepare for, prevent, and respond to cyber attacks. FireEye has over 5,800 customers across 67 countries, including more than 40 percent of the Forbes Global 2000. The Role: You are fanatical about security. No really…you will do whatever it takes to keep the bad guys out. You have a strong understanding of network and host based attacker methodologies. Analyzing forensic data, picking apart malware, and responding to security incidents excites you! You thrive and enjoy working in a fast paced environment, surrounded by brilliant and like-minded people. You walk into the office everyday with a passion to learn more. You derive great satisfaction from delighting customers, have strong attention to detail, exude excellence and have more drive than an exotic Italian sports car. As a FaaS Security Analyst you will be focused on host and network analysis, diving deep into host systems and packets hunting for attackers or remnants of their activity . Alongside your wicked smart team members, you’ll be entrusted to deliver high impact and value services to some of the most recognized brands in the world, protecting them from threats that actually matter to their business…24x7. Not convinced? Learn more about… FireEye as a Service Responsibilities: What We Will Do For You: Expose you to some of the most exciting and cutting edge techniques to find evil Training and continuous coaching and mentoring to grow your technical and professional skills like no one else Work with a team of brilliant people that you can learn from and build lasting relationships with Develop an understanding of your aspirations and provide opportunities that we believe will get you there Inspiration to stretch your performance by allowing you to tackle seemingly impossible problems Encouragement challenge the status quo, think creatively, and innovate –make us better An environment of trust and camaraderie, where you can speak freely about your ideas A platform from which you can make a real impact against the bad guys Develop an understanding of, and be flexible to, your needs and provide a fantastic benefits package What You Can Do For Us: On a daily basis, you'll find the most malicious attacker activity the Internet has to offer Let you scour systems and analyze tons of network traffic looking for attacker presence Be Challenged to evolve how we detect and respond to attackers by authoring new and innovative Indicators of Compromise Expose you to some of the most exciting and cutting edge techniques to find evil Training and continuous coaching and mentoring to grow your technical and professional skills like no one else Work with a team of brilliant people that you can learn from and build lasting relationships with Develop an understanding of your aspirations and provide opportunities that we believe will get you there Inspiration to stretch your performance by allowing you to tackle seemingly impossible problems Encouragement challenge the status quo, think creatively, and innovate –make us better An environment of trust and camaraderie, where you can speak freely about your ideas A platform from which you can make a real impact against the bad guys Develop an understanding of, and be flexible to, your needs Get your toolbox out and dive deep into systems to help us identify and eradicate attackers Use your insanely keen network analysis skills to find evil on the wire Define relationships between seemingly unrelated events through deductive reasoning Come up with ways to do things faster, better and more effectively while maintaining a laser focus on quality Be fanatical about delighting our customers Be honest, transparent and genuine with our customers and your peers Exude excellence Make sure you have fun – lots of it Help us protect the world Work hard, but smart; balance your work and life Requirements: What You Bring With You: The ability to analyze event and systems logs, perform forensic analysis, analyze malware, and other incident response related data, as needed. Deep understanding of incident response best practices and processes Familiarity with intrusion detection systems (e.g., snort) and tools (e.g., tcpdump, Wireshark). Knowledge of attack vectors, threat tactics and attacker techniques. Familiarity with network architecture and security infrastructure placement. Understanding of Windows operating systems and command line tools. A solid foundation in networking fundamentals, with a deep understanding of TCP/IP and other core protocols. Knowledge of network based services and client/server applications. Your bachelor’s degree – or a very convincing argument. Experience working on a mission critical security operations team, preferably 24x7. Exemplary communication and interpersonal skill. Ability to document and explain technical details clearly and concisely. A willingness to be challenged and a strong desire to learn. An open mind and an appetite for excellence. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability. LI-JB3 Video: 2 hours ago - save job - original job » Apply Now Please review all application instructions before applying to FireEye . Apply Now Other jobs you may like Security Analyst Adaps - Sydney NSW 23 hours ago Security Operations Centre Analyst Telstra - Sydney Central Business District NSW 1 day ago Security Analyst ASIC - Sydney NSW 1 day ago Easily apply to this job IDAM Technical / Security Analyst Launch Recruitment - Sydney NSW 20 days ago »See more recommended jobs - 6 new",https://au.indeed.com/rc/clk?jk=ae2a50eb5bffe3ea&fccid=5ed3d6e8b04e853e
700,Test Analyst,Class Super,Sydney NSW,Nothing Found,"If you’d like to apply for the role, e-mail your covering letter and resume to careers@class.com.au . Position Description Job title: Test Analyst Reports to: Test & Release Manager Positions reporting to this role: N/A Role Test Analyst Responsibilities Test Planning & Control Liaise with relevant stakeholders to understand risk or business impacts and establish acceptance criteria for new or changed features of the software. Run or participate in workshops to request testing reviews and approvals from stakeholders as required. Contribute to determining appropriate test strategies for project /agile sprint deliverables and regression suites as required. Contribute to continuous integration efforts to automate testing. Provide estimates of test effort via estimation workshops or as ad hoc requests for estimations to be provided. Work closely with the Product Development team (including Developers, BA’s & testers) and product owners to understand system integration structures, system limitations, infrastructure, capabilities, risks, downstream impacts of changes. Document workshop and meeting notes to share knowledge and disseminate information across test team as required. Test Analysis & Design Assist with analysis and requirements specifications of new features of relevant Class products incorporating an understanding of system integration points and regression risk impacts. Develop progression and regression testing strategies, plans and test cases that verify the continued correct functioning of a broad cross-section of the application’s features. Contribute to the development of automated test suites including enhancements to test cases for automation suitability as required. Provide information / assistance to the automation tester as required. Document traceability to requirements for test objectives / cases / scenarios. Plan for test environment requirements needed to be able to execute planned tests. Class Limited Level 3, 228 Pitt Street, Sydney NSW 2000 ABN 70 116 802 058 Implementation & Execution Perform functional (system), integration and user acceptance testing of new features and fixes included in new releases of the relevant Class applications Conduct testing within an Agile methodology framework Undertake effective analysis and tracking of identified defects and subsequent retesting of the fix/es Ensure sufficient regression testing is conducted after defect retesting and for the release as a whole. Set up and maintain test data to support the execution of test scenarios. Perform cross-browser testing to ensure that screens look and perform as expected across a range of browsers and devices. Utilise and document test techniques used in preparing and executing tests – eg. Boundary Value Analysis (BVA), Equivalence Partitioning (EP), State Transition diagrams, Decision Tables and Orthogonal Arrays. Assist to maintain and execute automation test scripts. Evaluating Exit Criteria & Reporting Execute test plans and test cases as part of the SCRUM team. Report issues and defects using applicable tools, procedures and practices. Provide input for metrics & reporting to management & stakeholders. Provide input to test artefacts (including Test Strategies, Plans, Test Status reports, Test Completion reports etc). Provide daily status updates of test execution. Verify acceptance criteria & Definition of Done. Test Closure Activities Clearly document test scope, coverage, assumptions and test results. Ensure test data and test artefacts are sufficiently maintained / archived. Other Good written and verbal skills ensuring effective communication and feedback loops. Work closely with developers and automation tester to assess automation test approaches and help drive the continuous improvement automation test effort. Be adaptable to any late requirement changes as per sprint priorities, while still ensuring product quality is maintained. Become an SME (Subject Matter Expert) in parts of the software and familiarise with customers’ business needs. Learn SMSF compliance and administration by self learning and attending courses as required. Class Limited Level 3, 228 Pitt Street, Sydney NSW 2000 ABN 70 116 802 058 Key Performance Indicators Colleague satisfaction as assessed by your manager, peers and associated project and support staff – note this assessment may be performed either informally by interview or formally via survey subject to the applicable management processes in place at that time. The assessment will include: How effectively you execute the above responsibilities (includes pro- activeness , responsiveness and thoroughness) How professionally you interact and communicate with your colleagues (and clients if applicable) Class Limited Level 3, 228 Pitt Street, Sydney NSW 2000 ABN 70 116 802 058 30+ days ago - save job - original job » Apply Now Indeed will send your application to careers@class.com.au. Please review all application instructions before applying to Class Super. Apply Now Other jobs you may like Test Analyst Adaps - Sydney NSW 23 hours ago Test Analyst Programmed Professionals - Sydney NSW Programmed - 1 day ago Test Analyst (Mob/Web) Opus Recruitment Solutions - Sydney NSW 4 days ago Test Analyst ITL Australia - Sydney NSW Infosys - 4 days ago Test Analyst (Digital, Website Testing) Clicks IT Recruitment - Sydney Central Business District NSW 5 hours ago »See more recommended jobs - 16 new",https://au.indeed.com/rc/clk?jk=c7560d07560dca09&fccid=1e8531e526dd7a11
701,Test Analyst,UST Global India,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c4aa55a05736fc5c&fccid=8009d67e70703a78
702,Senior Digital Insights Analyst,Optus,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c3ccdb6529830438&fccid=312c42bfb3b98b50
703,Junior Tech Architect – Quality Assurance,Datarati,Sydney NSW,Nothing Found,"Do you have recent hands-on experience with marketing automation platforms? Ready to take it to the next level? Here’s an opportunity to prepare accelerate your career. Skills: 1+ years experience in Marketo ideal, being responsible for checking QA on another platform, experience as a developer/campaign executive/analyst is an advantage CSS and HTML skills are required. Velocity Script is an advantage Strong analytical, problem solving skills Technical background/education ( Computer Science/Mathematics/etc preferred) Knowledge of Marketo/SFDC/other automation platforms Strong desire to learn and keen interest in Marketing Automation, Cloud Technologies, SaaS Positive “can-do” attitude and ability to work in a team environment Must be result and detail oriented and enjoy digging into data to find ways to optimize it Be Sydney based and have Australian work permit Ideally open to relocating to Melbourne in the next 12 months 30+ days ago - save job - original job Apply Other jobs you may like Junior-Mid Garment Technician / QA Scarlett Recruitment - Sydney NSW 29 days ago Revit Drafter - Western Suburbs Design and Build - Sydney NSW 14 days ago Jobs at Datarati in Sydney NSW",https://au.indeed.com/rc/clk?jk=b2b17f41a5e216ce&fccid=8d835d00f6d8ba1e
704,Senior Quantitative Risk Analyst,Genworth Australia,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=7584fe5c585d55ca&fccid=b821ef7f8702cb2b
705,Data Fulfillment Analyst,Equifax,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeHV-mgccZWSIMPtHhCGQKCBz7d3bfHDf8A3OBFoFEWyMpHEAApsuadQk3DzTx5ecLbTiitCAftSAKeQ-4OTByuKAGSrcNBbinXEx2JXrtnXL58kecpmhAT7hIXfuAgs_f34CBTOqsb53t8NH1nfWr_pDaP_DMTSY4P_UOpoYpzVNrDDqM9bxn7aqcZ6V-eEUVUY72DrxEv9QVyNpmgBxkVIPIagUD2n5C5cncvmy0a-4hn2QP8-lL_zvnZH6YFa-Vev3rxE6mBhF4tdZtCBpcTcgFYcao3NQyIrr9_2ix4vq04IiHRXJIGVDx7i0YIxA0JsQIcF9t_wt2sLk_-x_Ky7PcUGsjAmjL-ijhEhY3R7S5KbqkFIxX1c29fmlGzHfrArpOqeJDfdFSchf_yBJO4_q7IOVG57BiYnRRo5MMitDkGCfiCTHI-7TKGbP_FJuDf7zulmHwbX36-V8iI7Qs7Z2WDdzPlfHsU_yCR7H7CvXQCQyqHznw4OLMUq_CEuBFy1o1TEKNmQ==&p=2&sk=&fvj=0&tk=1c3d0hm6582109rh&jsa=1061&oc=1&sal=0
706,Business Analyst,Ignite,Sydney NSW,$600 - $700 a day,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbGz-iJene2Yo-ZZi8jNQP3Np6QA-Tsdn8kNX7M40Hh0P4ynuj2FQOgHz6dDFX1oCtQoQV_FrkH6nyF6MzEgDcJCWEnl1A5q9NbXU4kRMmEuXloQrxakYZNpojxGRIZEuVXC5p41KkhpnK7hct5nW7NAUa198hI3aA_iSICwwzOt9Voyp6gmydNcGJD-7E3fBZUPJD1xcwOTKV9i_sJdY0ywnyLnAL9q8gBqgFANTEMpDsbNZ7CWI-yLwqh-Iy7PN_VQdbro1_jfMP9BH8_tf1_iRJPSz8MrAvP7x-G9m9xyil3JfMEZlFqhZg84Mk3o5s3FBfa8DzagGsdvRRGEw5Q7yMWi9DfscY=&p=3&sk=&fvj=0&tk=1c3d0hm6582109rh&jsa=1061&oc=1&sal=1
707,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbFMHv7pNpzzX9W-v4vIhANSwKqcH4OSc71hajp6Es5IqpMw2-hZpCZViO67eaWSCwf99o6DO0ZAT0zGr56y1vcFuCsXGl7zeS6UrmULgh5I2r7GjQo5nKw1KzI0VAkLP_BpGG1K7_vxAnFS3ObdGEVWv_n1g_G_Im8uHoR-_3WhyNdkDEILRvWnatSNky8ME_oMMDovHmY3-N7L1GpAYZlkidegMva5gcfj2qJJEnTm8OXgCitUmS2-y1nRlUgWmk7frV7MNoGv66QW4KcWBIy2He3eLPlEryY4n83Dg1rZmJIO2mkPIEGG1gxlt-nRyvAUe9zQCfzuxjrmuQ35WsY&p=4&sk=&fvj=0&tk=1c3d0hm6582109rh&jsa=1061&oc=1&sal=1
708,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9kSWSTCEDVtJC46uuzZ5ixQoOfGOPkl9SHAkpEwUPUMwibO4uO73dB3m6AVhCOJamYq2mU0t-dNmm1RSUHXpvYLIZr23ATvVU4oT2Osz2WXt36kQ0koa_xo7aA1GBlvOdEZx3aWgQA7IJQAAOT2JMj8ctK1Qt2xHzI0ggPSa8_dkeLj-lpBEMwhCnqUUIaTl5tPa5XHnh3e924Cgdj33EQYcj3JRZ-kAmNJxXSGy0z7F1-gFN1zOe1cxdwILTrYzNKT0pseRBNC6jVRcNrAFsHuzrMIvQ-3RSNKEEKaUSeSeqqIW7bsPdi6WIjYGzLW7q7DMbnTzx-L29myfFNJmzRDg-HJlHDW9h9L_e-xK44dAntzIAZUETlVORIVQD9z7NJlbRiRH8EX3RXxWm7twBJy5Sq0oPz1iCeZfhwW9B0E7FEOp-5xowPQylZW1oq1cZWS46_OwU0C_ApeqYWPUSkB42M7bsNbKiMyW-Vr9Uuv6BMgoo0x-oYQoJOG4ZG4fCiqMDX3r7vvD0ivpGKo5SYg6qQnU9X02BcBX8_nROobiLMyeZ1t2MwRMa97j554Zsdk3qJrwixDftSTQeRKZ-HPWhn2TlcMzr-kLmAFurc-dpT1sac5PmrcagFp9WKjvybD_OAcIxc8DCjfNnIlmDwNUN3BSGkVRJpMUvQD5xz1WHQ29M3oHbCgUnv-Pv1UHBBiuDxCyFm2AP0_lT2tL1EtUY4ZHxSGXcmqDAf7GuDe1oTxi3WsMqX8Fh42vj5ST7nWbegJ8E2H3qICBcmi0oIKeydONHi-pzA==&p=1&sk=&fvj=0&tk=1c3d0iro284tlefv&jsa=9522&oc=1&sal=1
709,TB Prin. Data Scientist (I),Teradata,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=62d32a14db49451b&fccid=ded9605952442cb4
710,"Senior Analyst, Secured Funding Reporting",ING,Australia,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=5373cbe24a192636&fccid=5b16841c3468a10d
711,Ikon | Digital Analyst,Ikon,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=d8f98241b8dd1a71&fccid=8010b51763ac1acd
712,Technical Analyst - Cloud & Storage,Optus,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=b9ebcab19c4e84c4&fccid=312c42bfb3b98b50
713,Information and Cyber Security Analyst,"Department of Environment, Water and Natural Resou...",Adelaide SA,"$70,000 - $89,000 a year",Failed to scrape,https://au.indeed.com/rc/clk?jk=315b6f0e1c5a3f8e&fccid=05b3282405301c80
714,Senior Business Analyst - Part Time,Sportsbet.com.au,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=8130f01d4dddc404&fccid=8e3646ac1455f033
715,Configuration Analyst,Link Group,Australia,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=ec1c40e6aadc8806&fccid=7ab5f4f72fdce966
716,Senior Service Desk Analyst,Datacom,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/company/Datacom/jobs/Senior-Service-Desk-Analyst-8f5637b101e128ea?fccid=3a563d9c403ac485
717,Research Fellow,Australian National University,Canberra ACT,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=ef97e2359d5162b7&fccid=2f4043d8a400cb5c
718,Senior Applications Support Analyst,Transurban Group,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=36a8b9cec40b3b1b&fccid=139a3d1c1b5f7b68
719,Data Fulfillment Analyst,Equifax,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeHV-mgccZWSIMPtHhCGQKCBz7d3bfHDf8A3OBFoFEWyMpHEAApsuadQk3DzTx5ecLbTiitCAftSAKeQ-4OTByuKAGSrcNBbinXEx2JXrtnXL58kecpmhAT7hIXfuAgs_f34CBTOqsb11BMFHikkjoLOHxlhWP4QePYmiQo_xc5w5YRhx8f7_p4pbkG02xu6y3PX_S1jCdOy3lcBA2HNyXJWujhGPIWR6E-ZOojedd9dJ1uYHDRvXJ6OAoBkHD05H-fkN6tEyt8tiz_xdMD2ImqaZKUbfzEqChl-2Hzzrb3373or9BjH5ijrQ0eBaq5V0Ai7pc_hKNwYER1GzBy2kg1MPHKpwg0UpZXlwCjbIsdM_AjiruX4IY0BBla3sds7w3pqgQedCI1l_lG-vcMH3CRbYwkPJRsOeo4i3I7SUEhGDihN0VgzEwpcd3chLd9ziAzrqJYSpOU1wXMRVRtPHSKUo7fW2SC4_-3nzXKWhf4jYlhMu7hPeT9DfAFT3IX8q3-an7Mg4kiA==&p=2&sk=&fvj=0&tk=1c3d0iro284tlefv&jsa=9522&oc=1&sal=0
720,Business Analyst,Ignite,Sydney NSW,$600 - $700 a day,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbGz-iJene2Yo-ZZi8jNQP3Np6QA-Tsdn8kNX7M40Hh0P4ynuj2FQOgHz6dDFX1oCtQoQV_FrkH6nyF6MzEgDcJKqibRoTFbceHh1uHU1zeIU9pjn0nGjDWrj_rvoCy_xyJvNh6nddHa07TR3FbEr7Rx5D__ktDlFuCq8ElQyQznYR-5WjltY_YPm4UJ_ro0vATVcXQLC_9oIVt6JDW3JvqwEvb2rFPFaotc2c8f_oqeYdKaVttLo5XJ_zavpHZ9W5jRk5my4r9FGUxnPBiz2zxHyCpLo28UhRBgDJOfBde9SlbVGGrCLL6ykowRWCXEYhr9vrnKOXwm1qBw7BBiIyuhzZUL-ZzaTQ=&p=3&sk=&fvj=0&tk=1c3d0iro284tlefv&jsa=9522&oc=1&sal=1
721,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dc1nOqXGa-3qOUOaZIQYmDRcsTd8B0qa6SPVar1bCBooFw_mzDk-mHXNrD3rul6gbFMHv7pNpzzX9W-v4vIhANSwKqcH4OSc71hajp6Es5IqpMw2-hZpCZViO67eaWSCwf99o6DO0ZAT0zGr56y1vcqfp1tGISURagUgbsn43Zd-HcT9YqJGV_pIh1g2SMAeKs2McbYSio7WBUIGOcFe0GZgW98f5dUhxKfPu8rhx3W5GoX9B_3aLjxy4nurLDVLgYLZRmg_st-jZulknY1Eg623-Yun53A9NlFfSw2CD6TYAixDEdjq-cosNCZZ2Q3dC0mGY_3KD1lWxidcyB7RUZl7oL25JqRih27Icne_jbCc3KDXlQvIwyFNc0ShdxKCNqJwqvWXqWFnf0Oo_4_RRK&p=4&sk=&fvj=0&tk=1c3d0iro284tlefv&jsa=9522&oc=1&sal=1
